m,step,physical_time,omega_pe_t,kvn_physical_dt,rk4_dt,relative_error
3.000000000000000000e+00,1.990000000000000000e+02,2.803094944849579662e+01,2.803094944849579662e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.307868399709511541e-04
3.000000000000000000e+00,2.000000000000000000e+02,2.817180849095054640e+01,2.817180849095054729e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.327780830115476067e-04
3.000000000000000000e+00,2.010000000000000000e+02,2.831266753340529974e+01,2.831266753340530240e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.346628356521714332e-04
3.000000000000000000e+00,2.020000000000000000e+02,2.845352657586005307e+01,2.845352657586005307e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.364365664994776621e-04
3.000000000000000000e+00,2.030000000000000000e+02,2.859438561831480641e+01,2.859438561831480818e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.380951291572365647e-04
3.000000000000000000e+00,2.040000000000000000e+02,2.873524466076955974e+01,2.873524466076956330e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.396347673335886603e-04
3.000000000000000000e+00,2.050000000000000000e+02,2.887610370322431308e+01,2.887610370322431397e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.410521185488598039e-04
3.000000000000000000e+00,2.060000000000000000e+02,2.901696274567906286e+01,2.901696274567906464e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.423442165152406480e-04
3.000000000000000000e+00,2.070000000000000000e+02,2.915782178813381620e+01,2.915782178813381975e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.435084922751327870e-04
3.000000000000000000e+00,2.080000000000000000e+02,2.929868083058856953e+01,2.929868083058857042e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.445427741742443888e-04
3.000000000000000000e+00,2.090000000000000000e+02,2.943953987304332287e+01,2.943953987304332554e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.454452867632981644e-04
3.000000000000000000e+00,2.100000000000000000e+02,2.958039891549807621e+01,2.958039891549807621e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.462146487074507301e-04
3.000000000000000000e+00,2.110000000000000000e+02,2.972125795795282954e+01,2.972125795795283132e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.468498697923472375e-04
3.000000000000000000e+00,2.120000000000000000e+02,2.986211700040757933e+01,2.986211700040758199e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.473503471126224059e-04
3.000000000000000000e+00,2.130000000000000000e+02,3.000297604286233266e+01,3.000297604286233266e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.477158605251520193e-04
3.000000000000000000e+00,2.140000000000000000e+02,3.014383508531708600e+01,3.014383508531708777e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.479465674483069509e-04
3.000000000000000000e+00,2.150000000000000000e+02,3.028469412777183933e+01,3.028469412777184289e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.480429970856604164e-04
3.000000000000000000e+00,2.160000000000000000e+02,3.042555317022659267e+01,3.042555317022659356e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.480060441451218468e-04
3.000000000000000000e+00,2.170000000000000000e+02,3.056641221268134601e+01,3.056641221268134867e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.478369621237569360e-04
3.000000000000000000e+00,2.180000000000000000e+02,3.070727125513609579e+01,3.070727125513609934e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.475373562199320560e-04
3.000000000000000000e+00,2.190000000000000000e+02,3.084813029759084912e+01,3.084813029759085001e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.471091759300871368e-04
3.000000000000000000e+00,2.200000000000000000e+02,3.098898934004560246e+01,3.098898934004560513e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.465547073782454475e-04
3.000000000000000000e+00,2.210000000000000000e+02,3.112984838250035580e+01,3.112984838250035580e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.458765654224603799e-04
3.000000000000000000e+00,2.220000000000000000e+02,3.127070742495510913e+01,3.127070742495511091e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.450776855704319176e-04
3.000000000000000000e+00,2.230000000000000000e+02,3.141156646740986247e+01,3.141156646740986602e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.441613157315046365e-04
3.000000000000000000e+00,2.240000000000000000e+02,3.155242550986461225e+01,3.155242550986461225e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.431310078244333145e-04
3.000000000000000000e+00,2.250000000000000000e+02,3.169328455231936559e+01,3.169328455231936736e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.419906092481872446e-04
3.000000000000000000e+00,2.260000000000000000e+02,3.183414359477411892e+01,3.183414359477412248e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.407442542167173153e-04
3.000000000000000000e+00,2.270000000000000000e+02,3.197500263722887226e+01,3.197500263722887315e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.393963549517932209e-04
3.000000000000000000e+00,2.280000000000000000e+02,3.211586167968362560e+01,3.211586167968362826e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.379515927158353075e-04
3.000000000000000000e+00,2.290000000000000000e+02,3.225672072213837538e+01,3.225672072213837893e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.364149086605528301e-04
3.000000000000000000e+00,2.300000000000000000e+02,3.239757976459313227e+01,3.239757976459313404e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.347914944608800387e-04
3.000000000000000000e+00,2.310000000000000000e+02,3.253843880704788205e+01,3.253843880704788472e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.330867826920559872e-04
3.000000000000000000e+00,2.320000000000000000e+02,3.267929784950263894e+01,3.267929784950263983e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.313064369048809979e-04
3.000000000000000000e+00,2.330000000000000000e+02,3.282015689195738872e+01,3.282015689195739050e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.294563413483375620e-04
3.000000000000000000e+00,2.340000000000000000e+02,3.296101593441213851e+01,3.296101593441214117e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.275425902772356773e-04
3.000000000000000000e+00,2.350000000000000000e+02,3.310187497686689539e+01,3.310187497686689628e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.255714767898206565e-04
3.000000000000000000e+00,2.360000000000000000e+02,3.324273401932164518e+01,3.324273401932164695e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.235494811236509734e-04
3.000000000000000000e+00,2.370000000000000000e+02,3.338359306177640207e+01,3.338359306177640207e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.214832583451782171e-04
3.000000000000000000e+00,2.380000000000000000e+02,3.352445210423115185e+01,3.352445210423115274e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.193796253681800999e-04
3.000000000000000000e+00,2.390000000000000000e+02,3.366531114668590163e+01,3.366531114668590341e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.172455472261587190e-04
3.000000000000000000e+00,2.400000000000000000e+02,3.380617018914065852e+01,3.380617018914065852e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.150881225410754764e-04
3.000000000000000000e+00,2.410000000000000000e+02,3.394702923159540831e+01,3.394702923159540919e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.129145681192580393e-04
3.000000000000000000e+00,2.420000000000000000e+02,3.408788827405016519e+01,3.408788827405016875e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.107322026235131632e-04
3.000000000000000000e+00,2.430000000000000000e+02,3.422874731650491498e+01,3.422874731650491498e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.085484292675381985e-04
3.000000000000000000e+00,2.440000000000000000e+02,3.436960635895967187e+01,3.436960635895967453e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.063707174914874308e-04
3.000000000000000000e+00,2.450000000000000000e+02,3.451046540141442165e+01,3.451046540141442520e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.042065835884859765e-04
3.000000000000000000e+00,2.460000000000000000e+02,3.465132444386917143e+01,3.465132444386917143e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.020635702602471584e-04
3.000000000000000000e+00,2.470000000000000000e+02,3.479218348632392832e+01,3.479218348632393099e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.999492250989059175e-04
3.000000000000000000e+00,2.480000000000000000e+02,3.493304252877867810e+01,3.493304252877868166e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.978710779981661496e-04
3.000000000000000000e+00,2.490000000000000000e+02,3.507390157123343499e+01,3.507390157123343677e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.958366175259467254e-04
3.000000000000000000e+00,2.500000000000000000e+02,3.521476061368818478e+01,3.521476061368818744e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.938532662981575790e-04
3.000000000000000000e+00,2.510000000000000000e+02,3.535561965614293456e+01,3.535561965614293811e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.919283554129804614e-04
3.000000000000000000e+00,2.520000000000000000e+02,3.549647869859769145e+01,3.549647869859769322e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.900690980327986271e-04
3.000000000000000000e+00,2.530000000000000000e+02,3.563733774105244123e+01,3.563733774105244390e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.882825622141463356e-04
3.000000000000000000e+00,2.540000000000000000e+02,3.577819678350719812e+01,3.577819678350719901e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.865756431074796112e-04
3.000000000000000000e+00,2.550000000000000000e+02,3.591905582596194790e+01,3.591905582596194968e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.849550346691377727e-04
3.000000000000000000e+00,2.560000000000000000e+02,3.605991486841670479e+01,3.605991486841670479e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.834272010532882727e-04
3.000000000000000000e+00,2.570000000000000000e+02,3.620077391087145458e+01,3.620077391087145546e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.819983478601237841e-04
3.000000000000000000e+00,2.580000000000000000e+02,3.634163295332620436e+01,3.634163295332620613e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.806743934484581853e-04
3.000000000000000000e+00,2.590000000000000000e+02,3.648249199578096125e+01,3.648249199578096125e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.794609405164411893e-04
3.000000000000000000e+00,2.600000000000000000e+02,3.662335103823571103e+01,3.662335103823571192e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.783632481899431585e-04
3.000000000000000000e+00,2.610000000000000000e+02,3.676421008069046792e+01,3.676421008069047147e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.773862048552590227e-04
3.000000000000000000e+00,2.620000000000000000e+02,3.690506912314521770e+01,3.690506912314521770e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.765343019776083858e-04
3.000000000000000000e+00,2.630000000000000000e+02,3.704592816559996749e+01,3.704592816559996837e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.758116091624720866e-04
3.000000000000000000e+00,2.640000000000000000e+02,3.718678720805472437e+01,3.718678720805472793e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.752217507061988387e-04
3.000000000000000000e+00,2.650000000000000000e+02,3.732764625050947416e+01,3.732764625050947416e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.747678838829991629e-04
3.000000000000000000e+00,2.660000000000000000e+02,3.746850529296423105e+01,3.746850529296423371e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.744526792080034886e-04
3.000000000000000000e+00,2.670000000000000000e+02,3.760936433541898083e+01,3.760936433541898438e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.742783028963915966e-04
3.000000000000000000e+00,2.680000000000000000e+02,3.775022337787373772e+01,3.775022337787373949e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.742464017320380077e-04
3.000000000000000000e+00,2.690000000000000000e+02,3.789108242032848750e+01,3.789108242032849017e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.743580905338108012e-04
3.000000000000000000e+00,2.700000000000000000e+02,3.803194146278323728e+01,3.803194146278324084e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.746139423820451170e-04
3.000000000000000000e+00,2.710000000000000000e+02,3.817280050523799417e+01,3.817280050523799595e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.750139817333492430e-04
3.000000000000000000e+00,2.720000000000000000e+02,3.831365954769274396e+01,3.831365954769274662e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.755576805517686998e-04
3.000000000000000000e+00,2.730000000000000000e+02,3.845451859014750084e+01,3.845451859014750173e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.762439575078430527e-04
3.000000000000000000e+00,2.740000000000000000e+02,3.859537763260225063e+01,3.859537763260225240e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.770711803020194005e-04
3.000000000000000000e+00,2.750000000000000000e+02,3.873623667505700041e+01,3.873623667505700308e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.780371711139599387e-04
3.000000000000000000e+00,2.760000000000000000e+02,3.887709571751175730e+01,3.887709571751175819e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.791392151523664362e-04
3.000000000000000000e+00,2.770000000000000000e+02,3.901795475996650708e+01,3.901795475996650886e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.803740722477934252e-04
3.000000000000000000e+00,2.780000000000000000e+02,3.915881380242126397e+01,3.915881380242126397e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.817379913946918769e-04
3.000000000000000000e+00,2.790000000000000000e+02,3.929967284487601376e+01,3.929967284487601464e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.832267281241605508e-04
3.000000000000000000e+00,2.800000000000000000e+02,3.944053188733077064e+01,3.944053188733077420e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.848355645558522026e-04
3.000000000000000000e+00,2.810000000000000000e+02,3.958139092978552043e+01,3.958139092978552043e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.865593319630847135e-04
3.000000000000000000e+00,2.820000000000000000e+02,3.972224997224027021e+01,3.972224997224027110e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.883924356491991166e-04
3.000000000000000000e+00,2.830000000000000000e+02,3.986310901469502710e+01,3.986310901469503065e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.903288819349896828e-04
3.000000000000000000e+00,2.840000000000000000e+02,4.000396805714977688e+01,4.000396805714977688e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.923623070298017075e-04
3.000000000000000000e+00,2.850000000000000000e+02,4.014482709960453377e+01,4.014482709960453199e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.944860075511849385e-04
3.000000000000000000e+00,2.860000000000000000e+02,4.028568614205928355e+01,4.028568614205928711e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.966929724616071575e-04
3.000000000000000000e+00,2.870000000000000000e+02,4.042654518451403334e+01,4.042654518451403334e+00,1.408590424547527531e-01,1.100461269177755884e-03,8.989759161806103183e-04
3.000000000000000000e+00,2.880000000000000000e+02,4.056740422696879023e+01,4.056740422696878845e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.013273126317939863e-04
3.000000000000000000e+00,2.890000000000000000e+02,4.070826326942354001e+01,4.070826326942354356e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.037394299942394082e-04
3.000000000000000000e+00,2.900000000000000000e+02,4.084912231187829690e+01,4.084912231187829867e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.062043659367983051e-04
3.000000000000000000e+00,2.910000000000000000e+02,4.098998135433304668e+01,4.098998135433304491e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.087140831113955063e-04
3.000000000000000000e+00,2.920000000000000000e+02,4.113084039678779646e+01,4.113084039678780002e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.112604447136453574e-04
3.000000000000000000e+00,2.930000000000000000e+02,4.127169943924255335e+01,4.127169943924255513e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.138352499122889914e-04
3.000000000000000000e+00,2.940000000000000000e+02,4.141255848169730314e+01,4.141255848169730136e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.164302689801503065e-04
3.000000000000000000e+00,2.950000000000000000e+02,4.155341752415206003e+01,4.155341752415206535e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.190372779651175472e-04
3.000000000000000000e+00,2.960000000000000000e+02,4.169427656660680981e+01,4.169427656660681158e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.216480927621160859e-04
3.000000000000000000e+00,2.970000000000000000e+02,4.183513560906156670e+01,4.183513560906156670e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.242546024602234234e-04
3.000000000000000000e+00,2.980000000000000000e+02,4.197599465151631648e+01,4.197599465151632181e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.268488018596351963e-04
3.000000000000000000e+00,2.990000000000000000e+02,4.211685369397106626e+01,4.211685369397106804e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.294228230576725329e-04
3.000000000000000000e+00,3.000000000000000000e+02,4.225771273642582315e+01,4.225771273642582315e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.319689660414429448e-04
3.000000000000000000e+00,3.010000000000000000e+02,4.239857177888057294e+01,4.239857177888057826e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.344797282090076297e-04
3.000000000000000000e+00,3.020000000000000000e+02,4.253943082133532982e+01,4.253943082133533338e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.369478327884395944e-04
3.000000000000000000e+00,3.030000000000000000e+02,4.268028986379007961e+01,4.268028986379007961e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.393662560993165222e-04
3.000000000000000000e+00,3.040000000000000000e+02,4.282114890624482939e+01,4.282114890624483472e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.417282536526314172e-04
3.000000000000000000e+00,3.050000000000000000e+02,4.296200794869958628e+01,4.296200794869958983e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.440273850591847935e-04
3.000000000000000000e+00,3.060000000000000000e+02,4.310286699115433606e+01,4.310286699115433606e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.462575377498385178e-04
3.000000000000000000e+00,3.070000000000000000e+02,4.324372603360909295e+01,4.324372603360909117e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.484129495141531072e-04
3.000000000000000000e+00,3.080000000000000000e+02,4.338458507606384273e+01,4.338458507606384629e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.504882298547769059e-04
3.000000000000000000e+00,3.090000000000000000e+02,4.352544411851859962e+01,4.352544411851860140e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.524783801873390595e-04
3.000000000000000000e+00,3.100000000000000000e+02,4.366630316097334941e+01,4.366630316097334763e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.543788128949597625e-04
3.000000000000000000e+00,3.110000000000000000e+02,4.380716220342809919e+01,4.380716220342810274e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.561853692697254957e-04
3.000000000000000000e+00,3.120000000000000000e+02,4.394802124588285608e+01,4.394802124588285785e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.578943363536744464e-04
3.000000000000000000e+00,3.130000000000000000e+02,4.408888028833760586e+01,4.408888028833760409e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.595024627205717008e-04
3.000000000000000000e+00,3.140000000000000000e+02,4.422973933079236275e+01,4.422973933079236808e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.610069732123354075e-04
3.000000000000000000e+00,3.150000000000000000e+02,4.437059837324711253e+01,4.437059837324711431e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.624055826633011240e-04
3.000000000000000000e+00,3.160000000000000000e+02,4.451145741570186232e+01,4.451145741570186054e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.636965086345922324e-04
3.000000000000000000e+00,3.170000000000000000e+02,4.465231645815661921e+01,4.465231645815662453e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.648784831754504557e-04
3.000000000000000000e+00,3.180000000000000000e+02,4.479317550061136899e+01,4.479317550061137077e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.659507636443141580e-04
3.000000000000000000e+00,3.190000000000000000e+02,4.493403454306612588e+01,4.493403454306612588e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.669131425802406001e-04
3.000000000000000000e+00,3.200000000000000000e+02,4.507489358552087566e+01,4.507489358552088099e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.677659566598719679e-04
3.000000000000000000e+00,3.210000000000000000e+02,4.521575262797563255e+01,4.521575262797563610e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.685100947257043943e-04
3.000000000000000000e+00,3.220000000000000000e+02,4.535661167043038233e+01,4.535661167043038233e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.691470048921369982e-04
3.000000000000000000e+00,3.230000000000000000e+02,4.549747071288513212e+01,4.549747071288513744e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.696787007197598535e-04
3.000000000000000000e+00,3.240000000000000000e+02,4.563832975533988900e+01,4.563832975533989256e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.701077664376194258e-04
3.000000000000000000e+00,3.250000000000000000e+02,4.577918879779463879e+01,4.577918879779463879e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.704373611938348163e-04
3.000000000000000000e+00,3.260000000000000000e+02,4.592004784024939568e+01,4.592004784024939390e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.706712223001622095e-04
3.000000000000000000e+00,3.270000000000000000e+02,4.606090688270414546e+01,4.606090688270414901e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.708136674280367241e-04
3.000000000000000000e+00,3.280000000000000000e+02,4.620176592515889524e+01,4.620176592515889524e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.708695957095779842e-04
3.000000000000000000e+00,3.290000000000000000e+02,4.634262496761365213e+01,4.634262496761365036e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.708444876716036242e-04
3.000000000000000000e+00,3.300000000000000000e+02,4.648348401006840191e+01,4.648348401006840547e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.707444039468716675e-04
3.000000000000000000e+00,3.310000000000000000e+02,4.662434305252315880e+01,4.662434305252316058e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.705759826732190520e-04
3.000000000000000000e+00,3.320000000000000000e+02,4.676520209497790859e+01,4.676520209497790681e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.703464354870450486e-04
3.000000000000000000e+00,3.330000000000000000e+02,4.690606113743266548e+01,4.690606113743267080e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.700635420220018925e-04
3.000000000000000000e+00,3.340000000000000000e+02,4.704692017988741526e+01,4.704692017988741704e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.697356427884349988e-04
3.000000000000000000e+00,3.350000000000000000e+02,4.718777922234216504e+01,4.718777922234216327e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.693716303280539796e-04
3.000000000000000000e+00,3.360000000000000000e+02,4.732863826479692193e+01,4.732863826479692726e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.689809385113668568e-04
3.000000000000000000e+00,3.370000000000000000e+02,4.746949730725167171e+01,4.746949730725167349e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.685735298398335993e-04
3.000000000000000000e+00,3.380000000000000000e+02,4.761035634970642860e+01,4.761035634970642860e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.681598806266180799e-04
3.000000000000000000e+00,3.390000000000000000e+02,4.775121539216117839e+01,4.775121539216118371e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.677509639019891193e-04
3.000000000000000000e+00,3.400000000000000000e+02,4.789207443461592817e+01,4.789207443461592995e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.673582299105864223e-04
3.000000000000000000e+00,3.410000000000000000e+02,4.803293347707068506e+01,4.803293347707068506e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.669935840516317950e-04
3.000000000000000000e+00,3.420000000000000000e+02,4.817379251952543484e+01,4.817379251952544017e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.666693621327330588e-04
3.000000000000000000e+00,3.430000000000000000e+02,4.831465156198019173e+01,4.831465156198019528e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.663983028075101176e-04
3.000000000000000000e+00,3.440000000000000000e+02,4.845551060443494151e+01,4.845551060443494151e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.661935170781861060e-04
3.000000000000000000e+00,3.450000000000000000e+02,4.859636964688969840e+01,4.859636964688970551e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.660684547717600119e-04
3.000000000000000000e+00,3.460000000000000000e+02,4.873722868934444818e+01,4.873722868934445174e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.660368679056821964e-04
3.000000000000000000e+00,3.470000000000000000e+02,4.887808773179919797e+01,4.887808773179919797e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.661127708982281560e-04
3.000000000000000000e+00,3.480000000000000000e+02,4.901894677425395486e+01,4.901894677425396196e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.663103975952351196e-04
3.000000000000000000e+00,3.490000000000000000e+02,4.915980581670870464e+01,4.915980581670870819e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.666441551375701182e-04
3.000000000000000000e+00,3.500000000000000000e+02,4.930066485916346153e+01,4.930066485916346330e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.671285747231732821e-04
3.000000000000000000e+00,3.510000000000000000e+02,4.944152390161821131e+01,4.944152390161821842e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.677782593576429769e-04
3.000000000000000000e+00,3.520000000000000000e+02,4.958238294407296110e+01,4.958238294407296465e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.686078287606605941e-04
3.000000000000000000e+00,3.530000000000000000e+02,4.972324198652771798e+01,4.972324198652771976e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.696318616146957017e-04
3.000000000000000000e+00,3.540000000000000000e+02,4.986410102898246777e+01,4.986410102898247487e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.708648354253510701e-04
3.000000000000000000e+00,3.550000000000000000e+02,5.000496007143722466e+01,5.000496007143722998e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.723210643049668995e-04
3.000000000000000000e+00,3.560000000000000000e+02,5.014581911389197444e+01,5.014581911389197622e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.740146350431074440e-04
3.000000000000000000e+00,3.570000000000000000e+02,5.028667815634673133e+01,5.028667815634673133e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.759593418881463587e-04
3.000000000000000000e+00,3.580000000000000000e+02,5.042753719880148111e+01,5.042753719880148644e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.781686205185746372e-04
3.000000000000000000e+00,3.590000000000000000e+02,5.056839624125623089e+01,5.056839624125623267e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.806554817096387391e-04
3.000000000000000000e+00,3.600000000000000000e+02,5.070925528371098778e+01,5.070925528371098778e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.834324452514411983e-04
3.000000000000000000e+00,3.610000000000000000e+02,5.085011432616573757e+01,5.085011432616574290e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.865114747046126696e-04
3.000000000000000000e+00,3.620000000000000000e+02,5.099097336862049445e+01,5.099097336862049801e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.899039135866560726e-04
3.000000000000000000e+00,3.630000000000000000e+02,5.113183241107524424e+01,5.113183241107524424e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.936204236047898805e-04
3.000000000000000000e+00,3.640000000000000000e+02,5.127269145352999402e+01,5.127269145352999935e+00,1.408590424547527531e-01,1.100461269177755884e-03,9.976709255211967716e-04
