m,step,physical_time,omega_pe_t,kvn_physical_dt,rk4_dt,relative_error
2.000000000000000000e+00,3.700000000000000000e+01,1.840818801888479683e+01,1.840818801888479683e+00,4.975185951049945210e-01,3.886864024257769695e-03,1.830262384504318385e-01
2.000000000000000000e+00,3.800000000000000000e+01,1.890570661398978913e+01,1.890570661398979002e+00,4.975185951049945210e-01,3.886864024257769695e-03,1.853692283920448380e-01
2.000000000000000000e+00,3.900000000000000000e+01,1.940322520909478499e+01,1.940322520909478543e+00,4.975185951049945210e-01,3.886864024257769695e-03,1.878844998056295734e-01
2.000000000000000000e+00,4.000000000000000000e+01,1.990074380419978084e+01,1.990074380419978084e+00,4.975185951049945210e-01,3.886864024257769695e-03,1.906289169522364935e-01
2.000000000000000000e+00,4.100000000000000000e+01,2.039826239930477314e+01,2.039826239930477403e+00,4.975185951049945210e-01,3.886864024257769695e-03,1.936596072317251782e-01
2.000000000000000000e+00,4.200000000000000000e+01,2.089578099440976899e+01,2.089578099440977166e+00,4.975185951049945210e-01,3.886864024257769695e-03,1.970307590260365893e-01
2.000000000000000000e+00,4.300000000000000000e+01,2.139329958951476485e+01,2.139329958951476485e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.007900281156588251e-01
2.000000000000000000e+00,4.400000000000000000e+01,2.189081818461975715e+01,2.189081818461975804e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.049748179247352642e-01
2.000000000000000000e+00,4.500000000000000000e+01,2.238833677972475300e+01,2.238833677972475567e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.096087573871303900e-01
2.000000000000000000e+00,4.600000000000000000e+01,2.288585537482974530e+01,2.288585537482974441e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.146987149722824062e-01
2.000000000000000000e+00,4.700000000000000000e+01,2.338337396993474115e+01,2.338337396993474204e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.202326491835812361e-01
2.000000000000000000e+00,4.800000000000000000e+01,2.388089256503973701e+01,2.388089256503973967e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.261785095241866106e-01
2.000000000000000000e+00,4.900000000000000000e+01,2.437841116014472931e+01,2.437841116014473286e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.324842859643045101e-01
2.000000000000000000e+00,5.000000000000000000e+01,2.487592975524972516e+01,2.487592975524972605e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.390791851297351112e-01
2.000000000000000000e+00,5.100000000000000000e+01,2.537344835035472101e+01,2.537344835035472368e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.458758118371907331e-01
2.000000000000000000e+00,5.200000000000000000e+01,2.587096694545971332e+01,2.587096694545971687e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.527731700994350073e-01
2.000000000000000000e+00,5.300000000000000000e+01,2.636848554056470917e+01,2.636848554056471006e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.596602712000052882e-01
2.000000000000000000e+00,5.400000000000000000e+01,2.686600413566970147e+01,2.686600413566970325e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.664201409348342375e-01
2.000000000000000000e+00,5.500000000000000000e+01,2.736352273077469732e+01,2.736352273077470088e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.729340417210839864e-01
2.000000000000000000e+00,5.600000000000000000e+01,2.786104132587969318e+01,2.786104132587969406e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.790857559948907163e-01
2.000000000000000000e+00,5.700000000000000000e+01,2.835855992098468548e+01,2.835855992098468725e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.847658062018068592e-01
2.000000000000000000e+00,5.800000000000000000e+01,2.885607851608968133e+01,2.885607851608968488e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.898755087538159025e-01
2.000000000000000000e+00,5.900000000000000000e+01,2.935359711119467363e+01,2.935359711119467363e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.943307730106510811e-01
2.000000000000000000e+00,6.000000000000000000e+01,2.985111570629966948e+01,2.985111570629967126e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.980655622119672832e-01
2.000000000000000000e+00,6.100000000000000000e+01,3.034863430140466534e+01,3.034863430140466889e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.010349328184910855e-01
2.000000000000000000e+00,6.200000000000000000e+01,3.084615289650965764e+01,3.084615289650965764e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.032175634301957912e-01
2.000000000000000000e+00,6.300000000000000000e+01,3.134367149161465349e+01,3.134367149161465527e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.046176754945114640e-01
2.000000000000000000e+00,6.400000000000000000e+01,3.184119008671964934e+01,3.184119008671965290e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.052662362531408657e-01
2.000000000000000000e+00,6.500000000000000000e+01,3.233870868182464164e+01,3.233870868182464164e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.052213208242456344e-01
2.000000000000000000e+00,6.600000000000000000e+01,3.283622727692963394e+01,3.283622727692963483e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.045674970045790797e-01
2.000000000000000000e+00,6.700000000000000000e+01,3.333374587203463335e+01,3.333374587203463690e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.034140874664990606e-01
2.000000000000000000e+00,6.800000000000000000e+01,3.383126446713962565e+01,3.383126446713962565e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.018921670109772637e-01
2.000000000000000000e+00,6.900000000000000000e+01,3.432878306224461795e+01,3.432878306224461884e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.001501789575672374e-01
2.000000000000000000e+00,7.000000000000000000e+01,3.482630165734961736e+01,3.482630165734962091e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.983481194312258555e-01
2.000000000000000000e+00,7.100000000000000000e+01,3.532382025245460966e+01,3.532382025245460966e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.966503557984861983e-01
2.000000000000000000e+00,7.200000000000000000e+01,3.582133884755960196e+01,3.582133884755960285e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.952173227281916223e-01
2.000000000000000000e+00,7.300000000000000000e+01,3.631885744266460136e+01,3.631885744266460492e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.941965651454045427e-01
2.000000000000000000e+00,7.400000000000000000e+01,3.681637603776959367e+01,3.681637603776959367e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.937138331328313923e-01
2.000000000000000000e+00,7.500000000000000000e+01,3.731389463287458597e+01,3.731389463287458685e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.938651131541422656e-01
2.000000000000000000e+00,7.600000000000000000e+01,3.781141322797957827e+01,3.781141322797958004e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.947105246622884756e-01
2.000000000000000000e+00,7.700000000000000000e+01,3.830893182308457767e+01,3.830893182308457767e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.962708642307667617e-01
2.000000000000000000e+00,7.800000000000000000e+01,3.880645041818956997e+01,3.880645041818957086e+00,4.975185951049945210e-01,3.886864024257769695e-03,2.985272408374186615e-01
2.000000000000000000e+00,7.900000000000000000e+01,3.930396901329456227e+01,3.930396901329456405e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.014237881744397107e-01
2.000000000000000000e+00,8.000000000000000000e+01,3.980148760839956168e+01,3.980148760839956168e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.048729858518122171e-01
2.000000000000000000e+00,8.100000000000000000e+01,4.029900620350455398e+01,4.029900620350455931e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.087627935987586891e-01
2.000000000000000000e+00,8.200000000000000000e+01,4.079652479860954628e+01,4.079652479860954806e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.129646719071664251e-01
2.000000000000000000e+00,8.300000000000000000e+01,4.129404339371454569e+01,4.129404339371454569e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.173416267215071196e-01
2.000000000000000000e+00,8.400000000000000000e+01,4.179156198881953799e+01,4.179156198881954332e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.217556149645111607e-01
2.000000000000000000e+00,8.500000000000000000e+01,4.228908058392453029e+01,4.228908058392453206e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.260739009099428154e-01
2.000000000000000000e+00,8.600000000000000000e+01,4.278659917902952969e+01,4.278659917902952969e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.301741918957327160e-01
2.000000000000000000e+00,8.700000000000000000e+01,4.328411777413452199e+01,4.328411777413452732e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.339485655580576307e-01
2.000000000000000000e+00,8.800000000000000000e+01,4.378163636923951429e+01,4.378163636923951607e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.373063179507758691e-01
2.000000000000000000e+00,8.900000000000000000e+01,4.427915496434450660e+01,4.427915496434450482e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.401759197414663261e-01
2.000000000000000000e+00,9.000000000000000000e+01,4.477667355944950600e+01,4.477667355944951133e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.425062814282847090e-01
2.000000000000000000e+00,9.100000000000000000e+01,4.527419215455449830e+01,4.527419215455450008e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.442675139354253733e-01
2.000000000000000000e+00,9.200000000000000000e+01,4.577171074965949060e+01,4.577171074965948883e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.454513403547059824e-01
2.000000000000000000e+00,9.300000000000000000e+01,4.626922934476449001e+01,4.626922934476449534e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.460712759516261783e-01
2.000000000000000000e+00,9.400000000000000000e+01,4.676674793986948231e+01,4.676674793986948409e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.461626509552877540e-01
2.000000000000000000e+00,9.500000000000000000e+01,4.726426653497447461e+01,4.726426653497447283e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.457825055230762112e-01
2.000000000000000000e+00,9.600000000000000000e+01,4.776178513007947402e+01,4.776178513007947934e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.450093386086127700e-01
2.000000000000000000e+00,9.700000000000000000e+01,4.825930372518446632e+01,4.825930372518446809e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.439426421049238680e-01
2.000000000000000000e+00,9.800000000000000000e+01,4.875682232028945862e+01,4.875682232028946572e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.427020996095335170e-01
2.000000000000000000e+00,9.900000000000000000e+01,4.925434091539445802e+01,4.925434091539446335e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.414262791644835926e-01
2.000000000000000000e+00,1.000000000000000000e+02,4.975185951049945032e+01,4.975185951049945210e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.402706092685209849e-01
2.000000000000000000e+00,1.010000000000000000e+02,5.024937810560444262e+01,5.024937810560444973e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.394044105275096923e-01
2.000000000000000000e+00,1.020000000000000000e+02,5.074689670070944203e+01,5.074689670070944736e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.390067795237373671e-01
2.000000000000000000e+00,1.030000000000000000e+02,5.124441529581443433e+01,5.124441529581443611e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.392612062023845354e-01
2.000000000000000000e+00,1.040000000000000000e+02,5.174193389091942663e+01,5.174193389091943374e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.403489641565262680e-01
2.000000000000000000e+00,1.050000000000000000e+02,5.223945248602441893e+01,5.223945248602442248e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.424415394091693821e-01
2.000000000000000000e+00,1.060000000000000000e+02,5.273697108112941834e+01,5.273697108112942011e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.456926232496077556e-01
2.000000000000000000e+00,1.070000000000000000e+02,5.323448967623441064e+01,5.323448967623441774e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.502304226046414892e-01
2.000000000000000000e+00,1.080000000000000000e+02,5.373200827133940294e+01,5.373200827133940649e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.561511551915139684e-01
2.000000000000000000e+00,1.090000000000000000e+02,5.422952686644440234e+01,5.422952686644440412e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.635145306417171818e-01
2.000000000000000000e+00,1.100000000000000000e+02,5.472704546154939464e+01,5.472704546154940175e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.723417605034371469e-01
2.000000000000000000e+00,1.110000000000000000e+02,5.522456405665438695e+01,5.522456405665439050e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.826162477368266202e-01
2.000000000000000000e+00,1.120000000000000000e+02,5.572208265175938635e+01,5.572208265175938813e+00,4.975185951049945210e-01,3.886864024257769695e-03,3.942866904023618058e-01
2.000000000000000000e+00,1.130000000000000000e+02,5.621960124686437865e+01,5.621960124686438576e+00,4.975185951049945210e-01,3.886864024257769695e-03,4.072720100166832835e-01
2.000000000000000000e+00,1.140000000000000000e+02,5.671711984196937095e+01,5.671711984196937451e+00,4.975185951049945210e-01,3.886864024257769695e-03,4.214673545263173393e-01
2.000000000000000000e+00,1.150000000000000000e+02,5.721463843707437036e+01,5.721463843707437213e+00,4.975185951049945210e-01,3.886864024257769695e-03,4.367504361806323621e-01
2.000000000000000000e+00,1.160000000000000000e+02,5.771215703217936266e+01,5.771215703217936976e+00,4.975185951049945210e-01,3.886864024257769695e-03,4.529876001829264420e-01
2.000000000000000000e+00,1.170000000000000000e+02,5.820967562728435496e+01,5.820967562728435851e+00,4.975185951049945210e-01,3.886864024257769695e-03,4.700392137618040200e-01
2.000000000000000000e+00,1.180000000000000000e+02,5.870719422238934726e+01,5.870719422238934726e+00,4.975185951049945210e-01,3.886864024257769695e-03,4.877641580352328754e-01
2.000000000000000000e+00,1.190000000000000000e+02,5.920471281749434667e+01,5.920471281749435377e+00,4.975185951049945210e-01,3.886864024257769695e-03,5.060233606254572747e-01
2.000000000000000000e+00,1.200000000000000000e+02,5.970223141259933897e+01,5.970223141259934252e+00,4.975185951049945210e-01,3.886864024257769695e-03,5.246824130471341441e-01
2.000000000000000000e+00,1.210000000000000000e+02,6.019975000770433127e+01,6.019975000770433127e+00,4.975185951049945210e-01,3.886864024257769695e-03,5.436133773584611584e-01
2.000000000000000000e+00,1.220000000000000000e+02,6.069726860280933067e+01,6.069726860280933778e+00,4.975185951049945210e-01,3.886864024257769695e-03,5.626959128329415138e-01
2.000000000000000000e+00,1.230000000000000000e+02,6.119478719791432297e+01,6.119478719791432653e+00,4.975185951049945210e-01,3.886864024257769695e-03,5.818178578388035760e-01
2.000000000000000000e+00,1.240000000000000000e+02,6.169230579301931527e+01,6.169230579301931527e+00,4.975185951049945210e-01,3.886864024257769695e-03,6.008753946603334617e-01
2.000000000000000000e+00,1.250000000000000000e+02,6.218982438812431468e+01,6.218982438812432179e+00,4.975185951049945210e-01,3.886864024257769695e-03,6.197729122600541540e-01
2.000000000000000000e+00,1.260000000000000000e+02,6.268734298322930698e+01,6.268734298322931053e+00,4.975185951049945210e-01,3.886864024257769695e-03,6.384226675933490913e-01
2.000000000000000000e+00,1.270000000000000000e+02,6.318486157833429928e+01,6.318486157833429928e+00,4.975185951049945210e-01,3.886864024257769695e-03,6.567443315919732072e-01
2.000000000000000000e+00,1.280000000000000000e+02,6.368238017343929869e+01,6.368238017343930579e+00,4.975185951049945210e-01,3.886864024257769695e-03,6.746644916809190207e-01
2.000000000000000000e+00,1.290000000000000000e+02,6.417989876854429099e+01,6.417989876854429454e+00,4.975185951049945210e-01,3.886864024257769695e-03,6.921161685384800144e-01
2.000000000000000000e+00,1.300000000000000000e+02,6.467741736364928329e+01,6.467741736364928329e+00,4.975185951049945210e-01,3.886864024257769695e-03,7.090383905636585826e-01
2.000000000000000000e+00,1.310000000000000000e+02,6.517493595875427559e+01,6.517493595875428092e+00,4.975185951049945210e-01,3.886864024257769695e-03,7.253758551865816528e-01
2.000000000000000000e+00,1.320000000000000000e+02,6.567245455385926789e+01,6.567245455385926967e+00,4.975185951049945210e-01,3.886864024257769695e-03,7.410786920268830347e-01
2.000000000000000000e+00,1.330000000000000000e+02,6.616997314896427440e+01,6.616997314896427618e+00,4.975185951049945210e-01,3.886864024257769695e-03,7.561023294899389402e-01
2.000000000000000000e+00,1.340000000000000000e+02,6.666749174406926670e+01,6.666749174406927381e+00,4.975185951049945210e-01,3.886864024257769695e-03,7.704074543481016502e-01
2.000000000000000000e+00,1.350000000000000000e+02,6.716501033917425900e+01,6.716501033917426255e+00,4.975185951049945210e-01,3.886864024257769695e-03,7.839600438564923168e-01
2.000000000000000000e+00,1.360000000000000000e+02,6.766252893427925130e+01,6.766252893427925130e+00,4.975185951049945210e-01,3.886864024257769695e-03,7.967314425726871319e-01
2.000000000000000000e+00,1.370000000000000000e+02,6.816004752938424360e+01,6.816004752938424893e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.086984516681572366e-01
2.000000000000000000e+00,1.380000000000000000e+02,6.865756612448923590e+01,6.865756612448923768e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.198433972750729382e-01
2.000000000000000000e+00,1.390000000000000000e+02,6.915508471959422820e+01,6.915508471959423531e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.301541461890431517e-01
2.000000000000000000e+00,1.400000000000000000e+02,6.965260331469923472e+01,6.965260331469924182e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.396240416999828371e-01
2.000000000000000000e+00,1.410000000000000000e+02,7.015012190980422702e+01,7.015012190980423057e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.482517389231161165e-01
2.000000000000000000e+00,1.420000000000000000e+02,7.064764050490921932e+01,7.064764050490921932e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.560409271087170424e-01
2.000000000000000000e+00,1.430000000000000000e+02,7.114515910001421162e+01,7.114515910001421695e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.629999353347285185e-01
2.000000000000000000e+00,1.440000000000000000e+02,7.164267769511920392e+01,7.164267769511920569e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.691412270590926914e-01
2.000000000000000000e+00,1.450000000000000000e+02,7.214019629022419622e+01,7.214019629022420332e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.744807976227945145e-01
2.000000000000000000e+00,1.460000000000000000e+02,7.263771488532920273e+01,7.263771488532920984e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.790374964454832352e-01
2.000000000000000000e+00,1.470000000000000000e+02,7.313523348043419503e+01,7.313523348043419858e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.828323019580319730e-01
2.000000000000000000e+00,1.480000000000000000e+02,7.363275207553918733e+01,7.363275207553918733e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.858875820100010623e-01
2.000000000000000000e+00,1.490000000000000000e+02,7.413027067064417963e+01,7.413027067064418496e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.882263754321942928e-01
2.000000000000000000e+00,1.500000000000000000e+02,7.462778926574917193e+01,7.462778926574917371e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.898717315865442012e-01
2.000000000000000000e+00,1.510000000000000000e+02,7.512530786085416423e+01,7.512530786085417134e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.908461441428284777e-01
2.000000000000000000e+00,1.520000000000000000e+02,7.562282645595915653e+01,7.562282645595916009e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.911711130922541635e-01
2.000000000000000000e+00,1.530000000000000000e+02,7.612034505106416304e+01,7.612034505106416660e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.908668652900709750e-01
2.000000000000000000e+00,1.540000000000000000e+02,7.661786364616915534e+01,7.661786364616915534e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.899522587804354901e-01
2.000000000000000000e+00,1.550000000000000000e+02,7.711538224127414765e+01,7.711538224127415297e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.884448899632838570e-01
2.000000000000000000e+00,1.560000000000000000e+02,7.761290083637913995e+01,7.761290083637914172e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.863614154637865505e-01
2.000000000000000000e+00,1.570000000000000000e+02,7.811041943148413225e+01,7.811041943148413935e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.837180924771718127e-01
2.000000000000000000e+00,1.580000000000000000e+02,7.860793802658912455e+01,7.860793802658912810e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.805315324619766848e-01
2.000000000000000000e+00,1.590000000000000000e+02,7.910545662169413106e+01,7.910545662169413461e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.768196533765544309e-01
2.000000000000000000e+00,1.600000000000000000e+02,7.960297521679912336e+01,7.960297521679912336e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.726028051932169793e-01
2.000000000000000000e+00,1.610000000000000000e+02,8.010049381190411566e+01,8.010049381190411211e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.679050321584808048e-01
2.000000000000000000e+00,1.620000000000000000e+02,8.059801240700910796e+01,8.059801240700911862e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.627554231862100131e-01
2.000000000000000000e+00,1.630000000000000000e+02,8.109553100211410026e+01,8.109553100211410737e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.571894889268141249e-01
2.000000000000000000e+00,1.640000000000000000e+02,8.159304959721909256e+01,8.159304959721909611e+00,4.975185951049945210e-01,3.886864024257769695e-03,8.512504906414277706e-01
